Position(m)	Deflection(m)
73.84	-0.0478476
73.845	-0.0453998
73.85	-0.0380837
73.855	-0.0307758
73.86	-0.0283489
73.865	-0.0295815
73.87	-0.0332524
73.875	-0.0381401
73.88	-0.0430233
73.885	-0.0466806
73.89	-0.0478906
73.895	-0.0454319
73.9	-0.0380831
73.905	-0.0307425
73.91	-0.0283047
73.915	-0.0295428
73.92	-0.0332301
73.925	-0.0381396
73.93	-0.0430446
73.935	-0.0467182
73.94	-0.0479336
73.945	-0.045464
73.95	-0.0380824
73.955	-0.0307091
73.96	-0.0282604
73.965	-0.029504
73.97	-0.0332076
73.975	-0.038139
73.98	-0.0430659
73.985	-0.0467558
73.99	-0.0479767
73.995	-0.0454961
74	-0.0380817
74.005	-0.0306756
74.01	-0.0282159
74.015	-0.029465
74.02	-0.0331851
74.025	-0.0381384
74.03	-0.0430871
74.035	-0.0467935
74.04	-0.0480198
74.045	-0.0455282
74.05	-0.0380809
74.055	-0.0306419
74.06	-0.0281713
74.065	-0.0294259
74.07	-0.0331625
74.075	-0.0381377
74.08	-0.0431083
74.085	-0.0468311
74.09	-0.0480629
74.095	-0.0455603
74.1	-0.0380801
74.105	-0.0306082
74.11	-0.0281266
74.115	-0.0293867
74.12	-0.0331397
74.125	-0.0381369
74.13	-0.0431295
74.135	-0.0468688
74.14	-0.048106
74.145	-0.0455924
74.15	-0.0380792
74.155	-0.0305743
74.16	-0.0280818
74.165	-0.0293474
74.17	-0.0331169
74.175	-0.0381361
74.18	-0.0431507
74.185	-0.0469064
74.19	-0.0481491
74.195	-0.0456245
74.2	-0.0380782
74.205	-0.0305403
74.21	-0.0280367
74.215	-0.0293079
74.22	-0.033094
74.225	-0.0381352
74.23	-0.0431718
74.235	-0.0469441
74.24	-0.0481923
74.245	-0.0456566
74.25	-0.0380772
74.255	-0.0305061
74.26	-0.0279916
74.265	-0.0292683
74.27	-0.0330709
74.275	-0.0381342
74.28	-0.043193
74.285	-0.0469818
74.29	-0.0482354
74.295	-0.0456886
74.3	-0.0380761
74.305	-0.0304719
74.31	-0.0279463
74.315	-0.0292285
74.32	-0.0330478
74.325	-0.0381332
74.33	-0.043214
74.335	-0.0470194
74.34	-0.0482786
74.345	-0.0457207
74.35	-0.038075
74.355	-0.0304375
74.36	-0.0279009
74.365	-0.0291887
74.37	-0.0330245
74.375	-0.0381321
74.38	-0.0432351
74.385	-0.0470571
74.39	-0.0483218
74.395	-0.0457528
74.4	-0.0380737
74.405	-0.030403
74.41	-0.0278553
74.415	-0.0291486
74.42	-0.0330012
74.425	-0.038131
74.43	-0.0432561
74.435	-0.0470948
74.44	-0.048365
74.445	-0.0457848
74.45	-0.0380724
74.455	-0.0303684
74.46	-0.0278096
74.465	-0.0291085
74.47	-0.0329777
74.475	-0.0381297
74.48	-0.0432771
74.485	-0.0471324
74.49	-0.0484082
74.495	-0.0458169
74.5	-0.0380711
74.505	-0.0303336
74.51	-0.0277637
74.515	-0.0290682
74.52	-0.0329541
74.525	-0.0381285
74.53	-0.0432981
74.535	-0.0471701
74.54	-0.0484514
74.545	-0.0458489
74.55	-0.0380697
74.555	-0.0302988
74.56	-0.0277177
74.565	-0.0290278
74.57	-0.0329305
74.575	-0.0381271
74.58	-0.0433191
74.585	-0.0472078
74.59	-0.0484946
74.595	-0.045881
74.6	-0.0380682
74.605	-0.0302637
74.61	-0.0276715
74.615	-0.0289872
74.62	-0.0329067
74.625	-0.0381257
74.63	-0.04334
74.635	-0.0472455
74.64	-0.0485379
74.645	-0.045913
74.65	-0.0380666
74.655	-0.0302286
74.66	-0.0276252
74.665	-0.0289465
74.67	-0.0328828
74.675	-0.0381242
74.68	-0.0433609
74.685	-0.0472832
74.69	-0.0485811
74.695	-0.045945
74.7	-0.038065
74.705	-0.0301934
74.71	-0.0275788
74.715	-0.0289057
74.72	-0.0328588
74.725	-0.0381226
74.73	-0.0433818
74.735	-0.0473209
74.74	-0.0486244
74.745	-0.045977
74.75	-0.0380633
74.755	-0.030158
74.76	-0.0275322
74.765	-0.0288648
74.77	-0.0328347
74.775	-0.038121
74.78	-0.0434027
74.785	-0.0473586
74.79	-0.0486677
74.795	-0.0460091
74.8	-0.0380616
74.805	-0.0301225
74.81	-0.0274855
74.815	-0.0288237
74.82	-0.0328106
74.825	-0.0381194
74.83	-0.0434235
74.835	-0.0473963
74.84	-0.0487111
74.845	-0.0460411
74.85	-0.0380598
74.855	-0.030087
74.86	-0.0274386
74.865	-0.0287825
74.87	-0.0327863
74.875	-0.0381177
74.88	-0.0434444
74.885	-0.0474341
74.89	-0.0487544
74.895	-0.0460732
74.9	-0.038058
74.905	-0.0300513
74.91	-0.0273917
74.915	-0.0287412
74.92	-0.032762
74.925	-0.038116
74.93	-0.0434652
74.935	-0.0474718
74.94	-0.0487978
74.945	-0.0461052
74.95	-0.0380561
74.955	-0.0300155
74.96	-0.0273446
74.965	-0.0286998
74.97	-0.0327376
74.975	-0.0381142
74.98	-0.0434861
74.985	-0.0475097
74.99	-0.0488413
74.995	-0.0461373
75	-0.0380542
75.005	-0.0299796
75.01	-0.0272974
75.015	-0.0286583
75.02	-0.0327131
75.025	-0.0381124
75.03	-0.043507
75.035	-0.0475475
75.04	-0.0488848
75.045	-0.0461695
75.05	-0.0380523
75.055	-0.0299437
75.06	-0.0272501
75.065	-0.0286167
75.07	-0.0326885
75.075	-0.0381106
75.08	-0.0435278
75.085	-0.0475854
75.09	-0.0489284
75.095	-0.0462017
75.1	-0.0380504
75.105	-0.0299076
75.11	-0.0272028
75.115	-0.0285751
75.12	-0.032664
75.125	-0.0381087
75.13	-0.0435488
75.135	-0.0476234
75.14	-0.048972
75.145	-0.0462339
75.15	-0.0380485
75.155	-0.0298716
75.16	-0.0271553
75.165	-0.0285333
75.17	-0.0326393
75.175	-0.0381069
75.18	-0.0435697
75.185	-0.0476615
75.19	-0.0490157
75.195	-0.0462662
75.2	-0.0380465
75.205	-0.0298354
75.21	-0.0271078
75.215	-0.0284916
75.22	-0.0326147
75.225	-0.0381051
75.23	-0.0435908
75.235	-0.0476996
75.24	-0.0490596
75.245	-0.0462986
75.25	-0.0380446
75.255	-0.0297993
75.26	-0.0270602
75.265	-0.0284497
75.27	-0.03259
75.275	-0.0381033
75.28	-0.0436119
75.285	-0.0477379
75.29	-0.0491035
75.295	-0.0463311
75.3	-0.0380428
75.305	-0.0297631
75.31	-0.0270126
75.315	-0.0284079
75.32	-0.0325654
75.325	-0.0381016
75.33	-0.043633
75.335	-0.0477762
75.34	-0.0491476
75.345	-0.0463637
75.35	-0.038041
75.355	-0.0297269
75.36	-0.026965
75.365	-0.028366
75.37	-0.0325407
75.375	-0.0380999
75.38	-0.0436543
75.385	-0.0478147
75.39	-0.0491918
75.395	-0.0463964
75.4	-0.0380392
75.405	-0.0296907
75.41	-0.0269173
75.415	-0.0283241
75.42	-0.0325161
75.425	-0.0380983
75.43	-0.0436757
75.435	-0.0478533
75.44	-0.0492362
75.445	-0.0464293
75.45	-0.0380376
75.455	-0.0296545
75.46	-0.0268697
75.465	-0.0282823
75.47	-0.0324916
75.475	-0.0380968
75.48	-0.0436973
75.485	-0.0478922
75.49	-0.0492808
75.495	-0.0464623
75.5	-0.038036
75.505	-0.0296184
75.51	-0.0268221
75.515	-0.0282405
75.52	-0.0324671
75.525	-0.0380955
75.53	-0.043719
75.535	-0.0479312
75.54	-0.0493255
75.545	-0.0464955
75.55	-0.0380346
75.555	-0.0295824
75.56	-0.0267746
75.565	-0.0281988
75.57	-0.0324428
75.575	-0.0380942
75.58	-0.0437409
75.585	-0.0479704
75.59	-0.0493705
75.595	-0.046529
75.6	-0.0380334
75.605	-0.0295465
75.61	-0.0267271
75.615	-0.0281571
75.62	-0.0324185
75.625	-0.0380932
75.63	-0.043763
75.635	-0.0480099
75.64	-0.0494158
75.645	-0.0465626
75.65	-0.0380323
75.655	-0.0295107
75.66	-0.0266797
75.665	-0.0281156
75.67	-0.0323944
75.675	-0.0380923
75.68	-0.0437853
75.685	-0.0480496
75.69	-0.0494613
75.695	-0.0465966
75.7	-0.0380314
75.705	-0.029475
75.71	-0.0266325
75.715	-0.0280742
75.72	-0.0323705
75.725	-0.0380916
75.73	-0.0438079
75.735	-0.0480896
75.74	-0.0495072
75.745	-0.0466308
75.75	-0.0380308
75.755	-0.0294395
75.76	-0.0265855
75.765	-0.0280331
75.77	-0.0323468
75.775	-0.0380912
75.78	-0.0438308
75.785	-0.04813
75.79	-0.0495534
75.795	-0.0466653
75.8	-0.0380304
75.805	-0.0294043
75.81	-0.0265386
75.815	-0.0279921
75.82	-0.0323234
75.825	-0.0380911
75.83	-0.043854
75.835	-0.0481707
75.84	-0.0495999
75.845	-0.0467002
75.85	-0.0380304
75.855	-0.0293692
75.86	-0.026492
75.865	-0.0279513
75.87	-0.0323002
75.875	-0.0380913
75.88	-0.0438776
75.885	-0.0482118
75.89	-0.0496469
75.895	-0.0467355
75.9	-0.0380306
75.905	-0.0293345
75.91	-0.0264456
75.915	-0.0279109
75.92	-0.0322773
75.925	-0.0380919
75.93	-0.0439016
75.935	-0.0482534
75.94	-0.0496943
75.945	-0.0467713
75.95	-0.0380313
75.955	-0.0293001
75.96	-0.0263995
75.965	-0.0278707
75.97	-0.0322548
75.975	-0.0380928
75.98	-0.043926
75.985	-0.0482954
75.99	-0.0497422
75.995	-0.0468075
76	-0.0380323
76.005	-0.029266
76.01	-0.0263538
76.015	-0.0278309
76.02	-0.0322326
76.025	-0.0380942
76.03	-0.0439509
76.035	-0.0483379
76.04	-0.0497906
76.045	-0.0468442
76.05	-0.0380338
76.055	-0.0292323
76.06	-0.0263084
76.065	-0.0277915
76.07	-0.0322109
76.075	-0.038096
76.08	-0.0439763
76.085	-0.048381
76.09	-0.0498396
76.095	-0.0468814
76.1	-0.0380358
76.105	-0.0291991
76.11	-0.0262635
76.115	-0.0277525
76.12	-0.0321897
76.125	-0.0380984
76.13	-0.0440023
76.135	-0.0484247
76.14	-0.0498892
76.145	-0.0469193
76.15	-0.0380384
76.155	-0.0291663
76.16	-0.026219
76.165	-0.027714
76.17	-0.0321689
76.175	-0.0381013
76.18	-0.0440288
76.185	-0.048469
76.19	-0.0499394
76.195	-0.0469577
76.2	-0.0380415
76.205	-0.0291341
76.21	-0.0261751
76.215	-0.0276761
76.22	-0.0321488
76.225	-0.0381049
76.23	-0.0440561
76.235	-0.048514
76.24	-0.0499904
76.245	-0.0469969
76.25	-0.0380452
76.255	-0.0291025
76.26	-0.0261317
76.265	-0.0276387
76.27	-0.0321292
76.275	-0.0381091
76.28	-0.044084
76.285	-0.0485597
76.29	-0.0500421
76.295	-0.0470368
76.3	-0.0380497
76.305	-0.0290714
76.31	-0.0260889
76.315	-0.0276019
76.32	-0.0321103
76.325	-0.038114
76.33	-0.0441127
76.335	-0.0486063
76.34	-0.0500946
76.345	-0.0470775
76.35	-0.0380548
76.355	-0.0290411
76.36	-0.0260468
76.365	-0.0275658
76.37	-0.0320922
76.375	-0.0381196
76.38	-0.0441421
76.385	-0.0486536
76.39	-0.050148
76.395	-0.047119
76.4	-0.0380608
76.405	-0.0290115
76.41	-0.0260054
76.415	-0.0275305
76.42	-0.0320747
76.425	-0.0381261
76.43	-0.0441725
76.435	-0.0487019
76.44	-0.0502022
76.445	-0.0471615
76.45	-0.0380676
76.455	-0.0289826
76.46	-0.0259647
76.465	-0.0274959
76.47	-0.0320581
76.475	-0.0381334
76.48	-0.0442037
76.485	-0.0487511
76.49	-0.0502574
76.495	-0.0472048
76.5	-0.0380753
76.505	-0.0289546
76.51	-0.0259249
76.515	-0.0274622
76.52	-0.0320424
76.525	-0.0381417
76.53	-0.0442359
76.535	-0.0488013
76.54	-0.0503137
76.545	-0.0472492
76.55	-0.0380839
76.555	-0.0289275
76.56	-0.025886
76.565	-0.0274293
76.57	-0.0320276
76.575	-0.0381509
76.58	-0.0442691
76.585	-0.0488525
76.59	-0.050371
76.595	-0.0472946
76.6	-0.0380935
76.605	-0.0289012
76.61	-0.0258475
76.615	-0.0273965
76.62	-0.0320123
76.625	-0.038159
76.63	-0.0443008
76.635	-0.0489016
76.64	-0.0504257
76.645	-0.0473371
76.65	-0.0381
76.655	-0.0288717
76.66	-0.0258056
76.665	-0.0273598
76.67	-0.0319927
76.675	-0.0381624
76.68	-0.0443271
76.685	-0.048945
76.69	-0.0504743
76.695	-0.0473732
76.7	-0.0381
76.705	-0.0288358
76.71	-0.0257577
76.715	-0.027318
76.72	-0.0319688
76.725	-0.0381625
76.73	-0.0443512
76.735	-0.048987
76.74	-0.0505223
76.745	-0.0474092
76.75	-0.0381
76.755	-0.0287998
76.76	-0.0257097
76.765	-0.027276
76.77	-0.0319449
76.775	-0.0381626
76.78	-0.0443753
76.785	-0.0490291
76.79	-0.0505704
76.795	-0.0474453
76.8	-0.0381
76.805	-0.0287637
76.81	-0.0256617
76.815	-0.027234
76.82	-0.031921
76.825	-0.0381627
76.83	-0.0443994
76.835	-0.0490713
76.84	-0.0506186
76.845	-0.0474814
76.85	-0.0381
76.855	-0.0287276
76.86	-0.0256135
76.865	-0.0271919
76.87	-0.031897
76.875	-0.0381628
76.88	-0.0444236
76.885	-0.0491135
76.89	-0.0506668
76.895	-0.0475176
76.9	-0.0381
76.905	-0.0286915
76.91	-0.0255654
76.915	-0.0271498
76.92	-0.0318729
76.925	-0.0381629
76.93	-0.0444478
76.935	-0.0491559
76.94	-0.0507151
76.945	-0.0475538
76.95	-0.0381
76.955	-0.0286553
76.96	-0.0255171
76.965	-0.0271076
76.97	-0.0318489
76.975	-0.038163
76.98	-0.0444721
76.985	-0.0491982
76.99	-0.0507635
76.995	-0.0475901
77	-0.0381
77.005	-0.028619
77.01	-0.0254687
77.015	-0.0270653
77.02	-0.0318247
77.025	-0.0381631
77.03	-0.0444964
77.035	-0.0492407
77.04	-0.050812
77.045	-0.0476264
77.05	-0.0381
77.055	-0.0285827
77.06	-0.0254203
77.065	-0.027023
77.07	-0.0318006
77.075	-0.0381632
77.08	-0.0445207
77.085	-0.0492832
77.09	-0.0508606
77.095	-0.0476628
77.1	-0.0381
77.105	-0.0285463
77.11	-0.0253718
77.115	-0.0269806
77.12	-0.0317764
77.125	-0.0381633
77.13	-0.0445451
77.135	-0.0493258
77.14	-0.0509092
77.145	-0.0476993
77.15	-0.0381
77.155	-0.0285098
77.16	-0.0253232
77.165	-0.0269381
77.17	-0.0317522
77.175	-0.0381634
77.18	-0.0445695
77.185	-0.0493684
77.19	-0.0509579
77.195	-0.0477358
77.2	-0.0381
77.205	-0.0284733
77.21	-0.0252746
77.215	-0.0268955
77.22	-0.0317279
77.225	-0.0381635
77.23	-0.044594
77.235	-0.0494111
77.24	-0.0510067
77.245	-0.0477724
77.25	-0.0381
77.255	-0.0284367
77.26	-0.0252258
77.265	-0.0268529
77.27	-0.0317036
77.275	-0.0381636
77.28	-0.0446185
77.285	-0.0494539
77.29	-0.0510556
77.295	-0.0478091
77.3	-0.0381
77.305	-0.0284001
77.31	-0.025177
77.315	-0.0268102
77.32	-0.0316793
77.325	-0.0381637
77.33	-0.044643
77.335	-0.0494968
77.34	-0.0511045
77.345	-0.0478458
77.35	-0.0381
77.355	-0.0283634
77.36	-0.0251281
77.365	-0.0267675
77.37	-0.0316549
77.375	-0.0381638
77.38	-0.0446676
77.385	-0.0495397
77.39	-0.0511536
77.395	-0.0478825
77.4	-0.0381
77.405	-0.0283267
77.41	-0.0250791
77.415	-0.0267246
77.42	-0.0316305
77.425	-0.0381639
77.43	-0.0446923
77.435	-0.0495828
77.44	-0.0512027
77.445	-0.0479193
77.45	-0.0381
77.455	-0.0282899
77.46	-0.0250301
77.465	-0.0266817
77.47	-0.031606
77.475	-0.038164
77.48	-0.0447169
77.485	-0.0496258
77.49	-0.0512519
77.495	-0.0479562
77.5	-0.0381
77.505	-0.028253
77.51	-0.0249809
77.515	-0.0266388
77.52	-0.0315815
77.525	-0.0381641
77.53	-0.0447416
77.535	-0.049669
77.54	-0.0513012
77.545	-0.0479932
77.55	-0.0381
77.555	-0.0282161
77.56	-0.0249317
77.565	-0.0265957
77.57	-0.031557
77.575	-0.0381643
77.58	-0.0447664
77.585	-0.0497122
77.59	-0.0513506
77.595	-0.0480302
77.6	-0.0381
77.605	-0.028179
77.61	-0.0248824
77.615	-0.0265526
77.62	-0.0315324
77.625	-0.0381644
77.63	-0.0447912
77.635	-0.0497556
77.64	-0.0514
77.645	-0.0480673
77.65	-0.0381
77.655	-0.028142
77.66	-0.024833
77.665	-0.0265094
77.67	-0.0315078
77.675	-0.0381645
77.68	-0.0448161
77.685	-0.049799
77.69	-0.0514496
77.695	-0.0481045
77.7	-0.0381
77.705	-0.0281048
77.71	-0.0247834
77.715	-0.0264661
77.72	-0.0314831
77.725	-0.0381646
77.73	-0.044841
77.735	-0.0498424
77.74	-0.0514993
77.745	-0.0481417
77.75	-0.0381
77.755	-0.0280676
77.76	-0.0247339
77.765	-0.0264228
77.77	-0.0314584
77.775	-0.0381647
77.78	-0.0448659
77.785	-0.049886
77.79	-0.051549
77.795	-0.048179
77.8	-0.0381
77.805	-0.0280303
77.81	-0.0246842
77.815	-0.0263793
77.82	-0.0314336
77.825	-0.0381649
77.83	-0.0448909
77.835	-0.0499297
77.84	-0.0515989
77.845	-0.0482164
77.85	-0.0381
77.855	-0.027993
77.86	-0.0246344
77.865	-0.0263358
77.87	-0.0314088
77.875	-0.038165
77.88	-0.044916
77.885	-0.0499734
77.89	-0.0516488
77.895	-0.0482538
77.9	-0.0381
77.905	-0.0279556
77.91	-0.0245845
77.915	-0.0262922
77.92	-0.0313839
77.925	-0.0381651
77.93	-0.0449411
77.935	-0.0500172
77.94	-0.0516989
77.945	-0.0482913
77.95	-0.0381
77.955	-0.0279181
77.96	-0.0245345
77.965	-0.0262485
77.97	-0.031359
77.975	-0.0381653
77.98	-0.0449663
77.985	-0.0500612
77.99	-0.051749
77.995	-0.0483289
78	-0.0381
78.005	-0.0278805
78.01	-0.0244844
78.015	-0.0262047
78.02	-0.0313341
78.025	-0.0381654
78.03	-0.0449915
78.035	-0.0501052
78.04	-0.0517993
78.045	-0.0483666
78.05	-0.0381
78.055	-0.0278428
78.06	-0.0244342
78.065	-0.0261608
78.07	-0.0313091
78.075	-0.0381655
78.08	-0.0450168
78.085	-0.0501493
78.09	-0.0518497
78.095	-0.0484044
78.1	-0.0381
78.105	-0.0278051
78.11	-0.0243839
78.115	-0.0261168
78.12	-0.031284
78.125	-0.0381657
78.13	-0.0450421
78.135	-0.0501935
78.14	-0.0519001
78.145	-0.0484422
78.15	-0.0381
78.155	-0.0277672
78.16	-0.0243335
78.165	-0.0260728
78.17	-0.0312589
78.175	-0.0381658
78.18	-0.0450675
78.185	-0.0502378
78.19	-0.0519507
78.195	-0.0484802
78.2	-0.0381
78.205	-0.0277293
78.21	-0.024283
78.215	-0.0260286
78.22	-0.0312337
78.225	-0.038166
78.23	-0.045093
78.235	-0.0502823
78.24	-0.0520015
78.245	-0.0485182
78.25	-0.0381
78.255	-0.0276913
78.26	-0.0242324
78.265	-0.0259843
78.27	-0.0312085
78.275	-0.0381662
78.28	-0.0451185
78.285	-0.0503268
78.29	-0.0520523
78.295	-0.0485563
78.3	-0.0381
78.305	-0.0276532
78.31	-0.0241816
78.315	-0.02594
78.32	-0.0311832
78.325	-0.0381663
78.33	-0.0451441
78.335	-0.0503715
78.34	-0.0521033
78.345	-0.0485945
78.35	-0.0381
78.355	-0.027615
78.36	-0.0241307
78.365	-0.0258955
78.37	-0.0311579
78.375	-0.0381665
78.38	-0.0451698
78.385	-0.0504162
78.39	-0.0521544
78.395	-0.0486328
78.4	-0.0381
78.405	-0.0275768
78.41	-0.0240797
78.415	-0.0258509
78.42	-0.0311325
78.425	-0.0381667
78.43	-0.0451955
78.435	-0.0504611
78.44	-0.0522056
78.445	-0.0486712
78.45	-0.0381
78.455	-0.0275384
78.46	-0.0240285
78.465	-0.0258062
78.47	-0.031107
78.475	-0.0381668
78.48	-0.0452213
78.485	-0.0505061
78.49	-0.052257
78.495	-0.0487097
78.5	-0.0381
78.505	-0.0274999
78.51	-0.0239772
78.515	-0.0257614
78.52	-0.0310815
78.525	-0.038167
78.53	-0.0452472
78.535	-0.0505512
78.54	-0.0523085
78.545	-0.0487484
78.55	-0.0381
78.555	-0.0274613
78.56	-0.0239258
78.565	-0.0257164
78.57	-0.0310559
78.575	-0.0381672
78.58	-0.0452731
78.585	-0.0505965
78.59	-0.0523602
78.595	-0.0487871
78.6	-0.0381
78.605	-0.0274226
78.61	-0.0238742
78.615	-0.0256713
78.62	-0.0310303
78.625	-0.0381674
78.63	-0.0452992
78.635	-0.0506419
78.64	-0.052412
78.645	-0.0488259
78.65	-0.0381
78.655	-0.0273838
78.66	-0.0238225
78.665	-0.0256261
78.67	-0.0310045
78.675	-0.0381676
78.68	-0.0453253
78.685	-0.0506874
78.69	-0.052464
78.695	-0.0488649
78.7	-0.0381
78.705	-0.0273449
78.71	-0.0237707
78.715	-0.0255808
78.72	-0.0309787
78.725	-0.0381678
78.73	-0.0453515
78.735	-0.0507331
78.74	-0.0525162
78.745	-0.048904
78.75	-0.0381
78.755	-0.0273058
78.76	-0.0237186
78.765	-0.0255353
78.77	-0.0309528
78.775	-0.038168
78.78	-0.0453778
78.785	-0.0507789
78.79	-0.0525685
78.795	-0.0489432
78.8	-0.0381
78.805	-0.0272666
78.81	-0.0236664
78.815	-0.0254897
78.82	-0.0309269
78.825	-0.0381682
78.83	-0.0454041
78.835	-0.0508249
78.84	-0.0526209
78.845	-0.0489825
78.85	-0.0381
78.855	-0.0272273
78.86	-0.0236141
78.865	-0.025444
78.87	-0.0309009
78.875	-0.0381685
78.88	-0.0454306
78.885	-0.050871
78.89	-0.0526736
78.895	-0.049022
78.9	-0.0381
78.905	-0.0271879
78.91	-0.0235615
78.915	-0.0253981
78.92	-0.0308747
78.925	-0.0381687
78.93	-0.0454572
78.935	-0.0509173
78.94	-0.0527264
78.945	-0.0490615
78.95	-0.0381
78.955	-0.0271484
78.96	-0.0235088
78.965	-0.025352
78.97	-0.0308485
78.975	-0.0381689
78.98	-0.0454838
78.985	-0.0509638
78.99	-0.0527794
78.995	-0.0491013
79	-0.0381
79.005	-0.0271087
79.01	-0.023456
79.015	-0.0253058
79.02	-0.0308223
79.025	-0.0381692
79.03	-0.0455106
79.035	-0.0510104
79.04	-0.0528326
79.045	-0.0491411
79.05	-0.0381
79.055	-0.0270689
79.06	-0.0234029
79.065	-0.0252595
79.07	-0.0307959
79.075	-0.0381694
79.08	-0.0455374
79.085	-0.0510571
79.09	-0.0528859
79.095	-0.0491811
79.1	-0.0381
79.105	-0.0270289
79.11	-0.0233497
79.115	-0.025213
79.12	-0.0307694
79.125	-0.0381697
79.13	-0.0455643
79.135	-0.0511041
79.14	-0.0529395
79.145	-0.0492213
79.15	-0.0381
79.155	-0.0269888
79.16	-0.0232962
79.165	-0.0251663
79.17	-0.0307429
79.175	-0.0381699
79.18	-0.0455914
79.185	-0.0511512
79.19	-0.0529933
79.195	-0.0492616
79.2	-0.0381
79.205	-0.0269485
79.21	-0.0232426
79.215	-0.0251194
79.22	-0.0307162
79.225	-0.0381702
79.23	-0.0456185
79.235	-0.0511985
79.24	-0.0530472
79.245	-0.049302
79.25	-0.0381
79.255	-0.0269081
79.26	-0.0231888
79.265	-0.0250724
79.27	-0.0306895
79.275	-0.0381704
79.28	-0.0456458
79.285	-0.0512459
79.29	-0.0531014
79.295	-0.0493426
79.3	-0.0381
79.305	-0.0268676
79.31	-0.0231347
79.315	-0.0250252
79.32	-0.0306626
79.325	-0.0381707
79.33	-0.0456731
79.335	-0.0512936
79.34	-0.0531557
79.345	-0.0493833
79.35	-0.0381
79.355	-0.0268269
79.36	-0.0230805
79.365	-0.0249778
79.37	-0.0306357
79.375	-0.038171
79.38	-0.0457006
79.385	-0.0513414
79.39	-0.0532103
79.395	-0.0494242
79.4	-0.0381
79.405	-0.026786
79.41	-0.023026
79.415	-0.02493
79.42	-0.0306082
79.425	-0.0381706
79.43	-0.0457274
79.435	-0.0513885
79.44	-0.053264
79.445	-0.0494641
79.45	-0.0380988
79.455	-0.0267376
79.46	-0.0229469
79.465	-0.0248327
79.47	-0.0305011
79.475	-0.0380577
79.48	-0.0456087
79.485	-0.0512598
79.49	-0.0531171
79.495	-0.0492864
79.5	-0.0378736
79.505	-0.0264705
79.51	-0.0226643
79.515	-0.0245543
79.52	-0.03024
79.525	-0.0378206
79.53	-0.0453954
79.535	-0.0510638
79.54	-0.0529251
79.545	-0.0490787
79.55	-0.0376239
79.555	-0.0261788
79.56	-0.0223569
79.565	-0.024251
79.57	-0.0299539
79.575	-0.0375582
79.58	-0.0451568
79.585	-0.0508424
79.59	-0.0527077
79.595	-0.0488455
79.6	-0.0373485
79.605	-0.0258611
79.61	-0.0220234
79.615	-0.0239214
79.62	-0.0296414
79.625	-0.0372695
79.63	-0.0448918
79.635	-0.0505945
79.64	-0.0524637
79.645	-0.0485855
79.65	-0.037046
79.655	-0.0255162
79.66	-0.0216625
79.665	-0.0235644
79.67	-0.0293015
79.675	-0.0369532
79.68	-0.0445992
79.685	-0.0503188
79.69	-0.0521917
79.695	-0.0482974
79.7	-0.0367153
79.705	-0.025143
79.71	-0.0212731
79.715	-0.0231788
79.72	-0.0289328
79.725	-0.0366081
79.73	-0.0442776
79.735	-0.0500141
79.74	-0.0518907
79.745	-0.0479801
79.75	-0.0363553
79.755	-0.0247401
79.76	-0.0208541
79.765	-0.0227633
79.77	-0.0285342
79.775	-0.036233
79.78	-0.043926
79.785	-0.0496793
79.79	-0.0515594
79.795	-0.0476324
79.8	-0.0359647
79.805	-0.0243066
79.81	-0.0204041
79.815	-0.022317
79.82	-0.0281047
79.825	-0.0358269
79.83	-0.0435432
79.835	-0.0493134
79.84	-0.0511969
79.845	-0.0472534
79.85	-0.0355425
79.855	-0.0238413
79.86	-0.0199224
79.865	-0.0218386
79.87	-0.027643
79.875	-0.0353886
79.88	-0.0431283
79.885	-0.0489151
79.89	-0.050802
79.895	-0.0468419
79.9	-0.0350877
79.905	-0.0233433
79.91	-0.0194077
79.915	-0.0213273
79.92	-0.0271484
79.925	-0.0349173
79.93	-0.0426803
79.935	-0.0484838
79.94	-0.0503739
79.945	-0.046397
79.95	-0.0345995
79.955	-0.0228116
79.96	-0.0188593
79.965	-0.0207822
79.97	-0.0266199
79.975	-0.0344121
79.98	-0.0421984
79.985	-0.0480184
79.99	-0.0499117
79.995	-0.045918
80	-0.0340769
80.005	-0.0222455
80.01	-0.0182764
80.015	-0.0202025
80.02	-0.0260568
80.025	-0.0338722
80.03	-0.0416818
80.035	-0.0475183
80.04	-0.0494148
80.045	-0.0454041
80.05	-0.0335194
80.055	-0.0216443
80.06	-0.0176582
80.065	-0.0195875
80.07	-0.0254584
80.075	-0.0332971
80.08	-0.0411298
80.085	-0.0469829
80.09	-0.0488825
80.095	-0.0448549
80.1	-0.0329263
80.105	-0.0210074
80.11	-0.0170044
80.115	-0.0189369
80.12	-0.0248243
80.125	-0.0326862
80.13	-0.0405422
80.135	-0.0464117
80.14	-0.0483144
80.145	-0.0442698
80.15	-0.0322973
80.155	-0.0203345
80.16	-0.0163145
80.165	-0.0182501
80.17	-0.0241541
80.175	-0.0320393
80.18	-0.0399185
80.185	-0.0458046
80.19	-0.0477104
80.195	-0.0436486
80.2	-0.0316322
80.205	-0.0196255
80.21	-0.0155885
80.215	-0.0175272
80.22	-0.0234477
80.225	-0.0313562
80.23	-0.0392587
80.235	-0.0451614
80.24	-0.0470702
80.245	-0.0429914
80.25	-0.030931
80.255	-0.0188803
80.26	-0.0148262
80.265	-0.0167681
80.27	-0.0227053
80.275	-0.0306371
80.28	-0.038563
